EBT Packet Time	tracking	tracking time(s)	T[0,0]	T[0,1]	T[0,2]	T[0,3]	T[1,0]	T[1,1]	T[1,2]	T[1,3]	T[2,0]	T[2,1]	T[2,2]	T[2,3]	T[3,0]	T[3,1]	T[3,2]	T[3,3]	Frame Time(ms)	KUKA Data Time	x	y	z	a	b	c
1464723861.898311	1	39.48018	0.930691	0.329616	0.158645	0.572493	-0.344679	0.935431	0.078519	0.150459	-0.122520	-0.127759	0.984209	2.549584	0.000000	0.000000	0.000000	1.000000	39	1464723861.888351	337.939500	78.663000	-351.433000	18.244900	-9.448600	1.319700	
1464723861.934790	1	39.51668	0.929469	0.331783	0.161267	0.569749	-0.347589	0.934090	0.081590	0.149309	-0.123568	-0.131890	0.983532	2.547662	0.000000	0.000000	0.000000	1.000000	36	1464723861.924378	336.980600	79.496000	-350.612200	18.370700	-9.565100	1.261800	
1464723861.974792	1	39.55665	0.928697	0.333788	0.161581	0.568564	-0.349406	0.933576	0.079688	0.148579	-0.124249	-0.130464	0.983637	2.545495	0.000000	0.000000	0.000000	1.000000	39	1464723861.972354	335.944600	80.368400	-349.735300	18.505800	-9.688800	1.199800	
1464723862.010989	1	39.59289	0.928275	0.335419	0.160621	0.567425	-0.351163	0.932747	0.081650	0.147033	-0.122432	-0.132198	0.983633	2.543990	0.000000	0.000000	0.000000	1.000000	36	1464723862.008353	335.397200	80.793200	-349.306700	18.574400	-9.753600	1.169800	
1464723862.053858	1	39.63567	0.927575	0.337139	0.161067	0.565969	-0.353048	0.931967	0.082424	0.146236	-0.122321	-0.133319	0.983496	2.542217	0.000000	0.000000	0.000000	1.000000	42	1464723862.044350	335.061700	81.017800	-349.057800	18.617300	-9.794000	1.152300	
1464723862.092696	1	39.67460	0.926937	0.338579	0.161719	0.564771	-0.354933	0.930998	0.085236	0.145007	-0.121701	-0.136408	0.983149	2.541529	0.000000	0.000000	0.000000	1.000000	39	1464723862.092332	334.884200	81.088200	-348.944100	18.637200	-9.814500	1.146200	
1464723862.131616	1	39.71346	0.925893	0.340972	0.162665	0.563034	-0.357503	0.929989	0.085513	0.144130	-0.122119	-0.137329	0.982969	2.539834	0.000000	0.000000	0.000000	1.000000	38	1464723862.128338	334.835700	81.110400	-348.920000	18.633300	-9.816100	1.144800	
1464723862.168674	1	39.75056	0.924836	0.341779	0.166929	0.562409	-0.359407	0.928893	0.089353	0.143454	-0.124520	-0.142633	0.981912	2.540637	0.000000	0.000000	0.000000	1.000000	37	1464723862.164386	334.837800	81.132700	-348.913500	18.632600	-9.815600	1.144100	
1464723862.204422	1	39.78630	0.924127	0.341733	0.170904	0.562606	-0.360149	0.928453	0.090930	0.143094	-0.127603	-0.145581	0.981083	2.541854	0.000000	0.000000	0.000000	1.000000	35	1464723862.200321	334.841000	81.167500	-348.901400	18.633100	-9.815100	1.142500	
1464723862.244058	1	39.82596	0.923803	0.343521	0.169059	0.562886	-0.361388	0.928184	0.088729	0.143980	-0.126438	-0.143064	0.981604	2.541311	0.000000	0.000000	0.000000	1.000000	39	1464723862.236317	334.840600	81.198800	-348.890400	18.633800	-9.814800	1.141100	
1464723862.282300	1	39.86420	0.923096	0.344773	0.170367	0.562591	-0.362965	0.927474	0.089708	0.144141	-0.127082	-0.144646	0.981289	2.540516	0.000000	0.000000	0.000000	1.000000	38	1464723862.272405	334.838300	81.219300	-348.877900	18.634200	-9.814400	1.140100	
1464723862.320992	1	39.90271	0.922342	0.346265	0.171425	0.561774	-0.364541	0.926915	0.089097	0.143912	-0.128045	-0.144669	0.981160	2.539631	0.000000	0.000000	0.000000	1.000000	38	1464723862.320480	334.838900	81.246100	-348.867100	18.634800	-9.813800	1.138800	
1464723862.358450	1	39.94028	0.921921	0.347147	0.171903	0.561614	-0.365344	0.926711	0.087924	0.144058	-0.128782	-0.143863	0.981182	2.539205	0.000000	0.000000	0.000000	1.000000	37	1464723862.356312	334.840900	81.264400	-348.859400	18.635200	-9.813600	1.138000	
1464723862.394514	1	39.97640	0.921787	0.348237	0.170413	0.561654	-0.365947	0.926671	0.085814	0.143977	-0.128033	-0.141464	0.981629	2.537442	0.000000	0.000000	0.000000	1.000000	36	1464723862.392328	334.843900	81.286300	-348.849900	18.635900	-9.813100	1.136900	
1464723862.435525	1	40.01746	0.921336	0.349540	0.170181	0.560697	-0.366436	0.927014	0.079810	0.144699	-0.129863	-0.135892	0.982176	2.535742	0.000000	0.000000	0.000000	1.000000	41	1464723862.428283	334.846000	81.301400	-348.843900	18.636200	-9.812800	1.136300	
1464723862.474117	1	40.05603	0.920979	0.350032	0.171098	0.560487	-0.367003	0.926826	0.079388	0.144423	-0.130790	-0.135908	0.982050	2.534797	0.000000	0.000000	0.000000	1.000000	38	1464723862.464285	334.848000	81.311700	-348.838400	18.636400	-9.812500	1.135800	
1464723862.511781	1	40.09368	0.920681	0.351481	0.169727	0.559821	-0.367878	0.926728	0.076425	0.144827	-0.130429	-0.132802	0.982523	2.533627	0.000000	0.000000	0.000000	1.000000	38	1464723862.500304	334.847400	81.322900	-348.830500	18.636800	-9.812200	1.135100	
1464723862.548641	1	40.13053	0.920452	0.352532	0.168789	0.559204	-0.368502	0.926669	0.074101	0.144623	-0.130288	-0.130406	0.982863	2.531196	0.000000	0.000000	0.000000	1.000000	36	1464723862.548339	334.846200	81.336500	-348.822500	18.637400	-9.812100	1.134300	
1464723862.583843	1	40.16569	0.920391	0.353559	0.166960	0.558789	-0.368851	0.926793	0.070743	0.144657	-0.129726	-0.126695	0.983422	2.529052	0.000000	0.000000	0.000000	1.000000	35	1464723862.572357	334.847200	81.340000	-348.820600	18.637400	-9.811900	1.134200	
1464723862.625018	1	40.20689	0.920356	0.353803	0.166635	0.558798	-0.368646	0.927105	0.067650	0.144747	-0.130554	-0.123691	0.983695	2.528877	0.000000	0.000000	0.000000	1.000000	40	1464723862.620335	334.848700	81.347800	-348.815300	18.637800	-9.811800	1.133700	
1464723862.662165	1	40.24402	0.920118	0.354563	0.166336	0.559062	-0.369151	0.927025	0.065975	0.144546	-0.130805	-0.122108	0.983859	2.528753	0.000000	0.000000	0.000000	1.000000	37	1464723862.656314	334.850600	81.353300	-348.810200	18.638100	-9.811600	1.133400	
1464723862.702343	1	40.28417	0.920449	0.355184	0.163152	0.559850	-0.369071	0.927222	0.063602	0.144794	-0.128688	-0.118757	0.984549	2.527843	0.000000	0.000000	0.000000	1.000000	40	1464723862.692372	334.848500	81.357600	-348.806000	18.638500	-9.811600	1.133000	
1464723862.739641	1	40.32154	0.920355	0.356082	0.161715	0.559829	-0.369684	0.927040	0.062696	0.144455	-0.127591	-0.117486	0.984844	2.527110	0.000000	0.000000	0.000000	1.000000	37	1464723862.728342	334.849500	81.361100	-348.804100	18.638500	-9.811400	1.132900	
1464723862.774984	1	40.35686	0.920389	0.356667	0.160227	0.559103	-0.369773	0.927170	0.060192	0.144855	-0.127089	-0.114647	0.985243	2.527464	0.000000	0.000000	0.000000	1.000000	35	1464723862.764376	334.850500	81.362300	-348.802400	18.638700	-9.811200	1.132800	
1464723862.814908	1	40.39681	0.920669	0.357004	0.157848	0.559539	-0.369436	0.927503	0.057055	0.145123	-0.126035	-0.110844	0.985814	2.526214	0.000000	0.000000	0.000000	1.000000	40	1464723862.812317	334.851600	81.366100	-348.799000	18.638800	-9.811200	1.132700	
1464723862.854438	1	40.43635	0.920667	0.356799	0.158324	0.559255	-0.368994	0.927815	0.054802	0.144974	-0.127342	-0.108875	0.985865	2.526473	0.000000	0.000000	0.000000	1.000000	39	1464723862.848356	334.851900	81.367600	-348.797400	18.638900	-9.811100	1.132500	
1464723862.892902	1	40.47478	0.920854	0.357136	0.156465	0.559554	-0.368454	0.928324	0.049563	0.145268	-0.127549	-0.103290	0.986439	2.525892	0.000000	0.000000	0.000000	1.000000	38	1464723862.884344	334.852900	81.371100	-348.795500	18.638900	-9.810900	1.132300	
1464723862.928643	1	40.51047	0.920627	0.357398	0.157203	0.559349	-0.369062	0.927971	0.051610	0.144421	-0.127434	-0.105531	0.986217	2.527319	0.000000	0.000000	0.000000	1.000000	35	1464723862.920379	334.850400	81.371500	-348.793100	18.639100	-9.811000	1.132300	
1464723862.964204	1	40.54609	0.921110	0.357125	0.154978	0.560007	-0.368243	0.928426	0.049221	0.145303	-0.126307	-0.102408	0.986691	2.527184	0.000000	0.000000	0.000000	1.000000	36	1464723862.956335	334.851200	81.374100	-348.789900	18.639200	-9.811000	1.132000	
1464723863.008664	1	40.59051	0.920923	0.357213	0.155884	0.559037	-0.368508	0.928287	0.049858	0.144608	-0.126895	-0.103360	0.986516	2.526806	0.000000	0.000000	0.000000	1.000000	43	1464723863.004378	334.852800	81.375600	-348.786600	18.639200	-9.810800	1.132000	
1464723863.042409	1	40.62433	0.920938	0.357181	0.155865	0.559377	-0.368463	0.928309	0.049767	0.145160	-0.126915	-0.103263	0.986524	2.526031	0.000000	0.000000	0.000000	1.000000	34	1464723863.040396	334.852800	81.378000	-348.786400	18.639300	-9.810800	1.131900	
1464723863.081978	1	40.66388	0.921141	0.357924	0.152939	0.560326	-0.368913	0.928127	0.049837	0.144824	-0.124109	-0.102328	0.986978	2.525557	0.000000	0.000000	0.000000	1.000000	39	1464723863.076353	334.850000	81.379600	-348.784000	18.639300	-9.810800	1.131600	
1464723863.119247	1	40.70106	0.921125	0.357810	0.153297	0.559648	-0.368777	0.928206	0.049365	0.145003	-0.124628	-0.102003	0.986946	2.525825	0.000000	0.000000	0.000000	1.000000	37	1464723863.112357	334.851100	81.381000	-348.780800	18.639400	-9.810800	1.131600	
1464723863.157109	1	40.73898	0.920891	0.357818	0.154678	0.559076	-0.368798	0.928252	0.048342	0.145003	-0.126283	-0.101563	0.986781	2.525363	0.000000	0.000000	0.000000	1.000000	37	1464723863.148285	334.852100	81.382100	-348.779100	18.639400	-9.810600	1.131500	
1464723863.201785	1	40.78362	0.921470	0.357101	0.152879	0.559814	-0.368106	0.928435	0.050064	0.144915	-0.124060	-0.102409	0.986976	2.525100	0.000000	0.000000	0.000000	1.000000	44	1464723863.196355	334.852600	81.385500	-348.777200	18.639500	-9.810600	1.131400	
1464723863.235676	1	40.81755	0.921455	0.357794	0.151339	0.559927	-0.368643	0.928222	0.050055	0.144531	-0.122567	-0.101914	0.987214	2.525400	0.000000	0.000000	0.000000	1.000000	33	1464723863.232380	334.850400	81.386600	-348.774800	18.639500	-9.810500	1.131300	
1464723863.271126	1	40.85293	0.921284	0.357679	0.152646	0.559253	-0.368541	0.928314	0.049088	0.144898	-0.124146	-0.101480	0.987061	2.525500	0.000000	0.000000	0.000000	1.000000	35	1464723863.268399	334.850900	81.387600	-348.773200	18.639500	-9.810500	1.131200	
1464723863.308824	1	40.89072	0.921339	0.357740	0.152172	0.559489	-0.368325	0.928495	0.047268	0.145496	-0.124381	-0.099599	0.987223	2.524911	0.000000	0.000000	0.000000	1.000000	37	1464723863.304332	334.851300	81.389100	-348.771500	18.639500	-9.810400	1.131000	
1464723863.346373	1	40.92827	0.921178	0.357108	0.154610	0.559227	-0.368092	0.928525	0.048478	0.144887	-0.126247	-0.101568	0.986785	2.525814	0.000000	0.000000	0.000000	1.000000	37	1464723863.340290	334.851700	81.390100	-348.769900	18.639600	-9.810400	1.130900	
1464723863.393337	1	40.97522	0.921202	0.357048	0.154610	0.559530	-0.368171	0.928436	0.049568	0.144995	-0.125848	-0.102585	0.986731	2.525829	0.000000	0.000000	0.000000	1.000000	46	1464723863.388278	334.852400	81.389700	-348.769900	18.639500	-9.810300	1.131000	
1464723863.425550	1	41.00744	0.921328	0.356487	0.155151	0.558960	-0.367809	0.928517	0.050713	0.144780	-0.125982	-0.103789	0.986588	2.525800	0.000000	0.000000	0.000000	1.000000	32	1464723863.424311	334.852800	81.390700	-348.768200	18.639800	-9.810300	1.130900	
1464723863.464131	1	41.04605	0.921191	0.356732	0.155397	0.558908	-0.367781	0.928654	0.048366	0.145462	-0.127056	-0.101707	0.986667	2.525717	0.000000	0.000000	0.000000	1.000000	38	1464723863.460286	334.853200	81.392200	-348.766600	18.639800	-9.810200	1.130700	
1464723863.501252	1	41.08316	0.920861	0.356539	0.157782	0.558964	-0.367956	0.928536	0.049289	0.144563	-0.128933	-0.103445	0.986243	2.526035	0.000000	0.000000	0.000000	1.000000	37	1464723863.496261	334.850500	81.393200	-348.764200	18.639900	-9.810300	1.130600	
1464723863.538984	1	41.12084	0.920773	0.356713	0.157901	0.558951	-0.368341	0.928302	0.050798	0.144948	-0.128460	-0.104935	0.986147	2.526562	0.000000	0.000000	0.000000	1.000000	37	1464723863.532320	334.850700	81.392600	-348.764300	18.639900	-9.810300	1.130700	
1464723863.574010	1	41.15590	0.921287	0.356314	0.155791	0.559471	-0.368137	0.928195	0.054113	0.144723	-0.125323	-0.107206	0.986307	2.526506	0.000000	0.000000	0.000000	1.000000	35	1464723863.568262	334.850700	81.392600	-348.764300	18.639900	-9.810300	1.130700	
1464723863.615318	1	41.19721	0.921611	0.356533	0.153355	0.560018	-0.367993	0.928299	0.053317	0.144999	-0.123350	-0.105571	0.986732	2.526678	0.000000	0.000000	0.000000	1.000000	40	1464723863.604324	334.851000	81.394200	-348.762600	18.639900	-9.810300	1.130500	
1464723863.653795	1	41.23551	0.921760	0.356844	0.151728	0.559962	-0.368151	0.928227	0.053477	0.144727	-0.121755	-0.105152	0.986975	2.526359	0.000000	0.000000	0.000000	1.000000	38	1464723863.652449	334.851100	81.393600	-348.762600	18.639900	-9.810300	1.130600	
1464723863.693378	1	41.27512	0.921505	0.357239	0.152345	0.559216	-0.368684	0.927983	0.054037	0.144567	-0.122069	-0.105962	0.986849	2.526791	0.000000	0.000000	0.000000	1.000000	39	1464723863.688357	334.851600	81.394600	-348.761000	18.639900	-9.810300	1.130500	
1464723863.730314	1	41.31218	0.921491	0.356935	0.153142	0.559722	-0.367970	0.928487	0.050095	0.145528	-0.124310	-0.102514	0.986934	2.526468	0.000000	0.000000	0.000000	1.000000	36	1464723863.724353	334.848500	81.394600	-348.760300	18.639900	-9.810300	1.130500	
1464723863.770046	1	41.35196	0.921760	0.356435	0.152681	0.559838	-0.367576	0.928574	0.051355	0.144993	-0.123471	-0.103459	0.986940	2.526567	0.000000	0.000000	0.000000	1.000000	39	1464723863.760321	334.849000	81.395600	-348.758700	18.640000	-9.810300	1.130400	
1464723863.807213	1	41.38911	0.921823	0.356886	0.151245	0.559826	-0.367912	0.928427	0.051612	0.144830	-0.122000	-0.103222	0.987148	2.525886	0.000000	0.000000	0.000000	1.000000	37	1464723863.796290	334.849000	81.395600	-348.758700	18.640000	-9.810300	1.130400	
1464723863.845870	1	41.42780	0.921989	0.357237	0.149388	0.559557	-0.367877	0.928528	0.050031	0.145176	-0.120838	-0.101084	0.987512	2.525256	0.000000	0.000000	0.000000	1.000000	38	1464723863.844298	334.849500	81.395700	-348.758600	18.639900	-9.810200	1.130400	
1464723863.882332	1	41.46416	0.921560	0.357972	0.150278	0.559519	-0.368635	0.928259	0.049433	0.145373	-0.121802	-0.100953	0.987407	2.524865	0.000000	0.000000	0.000000	1.000000	35	1464723863.880337	334.849500	81.395700	-348.758600	18.639900	-9.810200	1.130400	
1464723863.921484	1	41.50334	0.921299	0.357741	0.152411	0.558322	-0.368521	0.928347	0.048616	0.144850	-0.124098	-0.100957	0.987121	2.524434	0.000000	0.000000	0.000000	1.000000	39	1464723863.916301	334.849900	81.396700	-348.757000	18.640000	-9.810200	1.130400	
1464723863.962513	1	41.54437	0.921050	0.357387	0.154729	0.559190	-0.368686	0.928163	0.050829	0.145113	-0.125449	-0.103862	0.986648	2.525785	0.000000	0.000000	0.000000	1.000000	40	1464723863.952265	334.849900	81.396700	-348.757000	18.640000	-9.810200	1.130400	
1464723863.998368	1	41.58026	0.921472	0.357461	0.152026	0.559585	-0.368522	0.928207	0.051209	0.145069	-0.122806	-0.103212	0.987049	2.525399	0.000000	0.000000	0.000000	1.000000	36	1464723863.988283	334.849900	81.396700	-348.757000	18.640000	-9.810200	1.130400	
1464723864.036474	1	41.61835	0.921057	0.357309	0.154869	0.559425	-0.368860	0.927989	0.052705	0.144362	-0.124885	-0.105670	0.986528	2.526931	0.000000	0.000000	0.000000	1.000000	37	1464723864.036322	334.850400	81.397700	-348.755300	18.640000	-9.810100	1.130300	
1464723864.073973	1	41.65587	0.921081	0.357242	0.154883	0.559391	-0.368628	0.928155	0.051397	0.145015	-0.125394	-0.104435	0.986595	2.526059	0.000000	0.000000	0.000000	1.000000	37	1464723864.072337	334.850400	81.397700	-348.755300	18.640000	-9.810100	1.130300	
1464723864.114179	1	41.69605	0.921203	0.356967	0.154791	0.559806	-0.368610	0.928043	0.053514	0.144704	-0.124550	-0.106354	0.986497	2.526174	0.000000	0.000000	0.000000	1.000000	39	1464723864.108295	334.850400	81.397700	-348.755300	18.640000	-9.810100	1.130300	
1464723864.151086	1	41.73295	0.920910	0.357101	0.156215	0.559288	-0.368468	0.928287	0.050150	0.145399	-0.127103	-0.103744	0.986449	2.526098	0.000000	0.000000	0.000000	1.000000	36	1464723864.144308	334.850400	81.397700	-348.755300	18.640000	-9.810100	1.130300	
1464723864.186157	1	41.76800	0.920612	0.356840	0.158553	0.558194	-0.368675	0.928112	0.051836	0.145022	-0.128658	-0.106176	0.985989	2.525677	0.000000	0.000000	0.000000	1.000000	35	1464723864.180305	334.847300	81.397700	-348.754600	18.640000	-9.810200	1.130200	
1464723864.221609	1	41.80350	0.920797	0.357419	0.156155	0.558860	-0.368901	0.928065	0.051070	0.144820	-0.126668	-0.104631	0.986411	2.525286	0.000000	0.000000	0.000000	1.000000	35	1464723864.216286	334.847800	81.398700	-348.753000	18.640000	-9.810200	1.130200	
1464723864.261270	1	41.84317	0.921215	0.357339	0.153857	0.559659	-0.368539	0.928225	0.050776	0.145292	-0.124670	-0.103478	0.986788	2.525401	0.000000	0.000000	0.000000	1.000000	39	1464723864.252323	334.847800	81.398700	-348.753000	18.640000	-9.810200	1.130200	
1464723864.299933	1	41.88181	0.921310	0.357339	0.153288	0.559228	-0.368186	0.928488	0.048461	0.144883	-0.125009	-0.101086	0.986993	2.525034	0.000000	0.000000	0.000000	1.000000	38	1464723864.288276	334.847800	81.398700	-348.753000	18.640000	-9.810200	1.130200	
1464723864.340211	1	41.92210	0.921120	0.357674	0.153645	0.559165	-0.368521	0.928372	0.048147	0.145240	-0.125419	-0.100971	0.986952	2.525287	0.000000	0.000000	0.000000	1.000000	40	1464723864.336338	334.847800	81.398700	-348.753000	18.640000	-9.810200	1.130200	
1464723864.378709	1	41.96057	0.921192	0.357922	0.152635	0.559551	-0.368953	0.928079	0.050425	0.144525	-0.123609	-0.102766	0.986995	2.525548	0.000000	0.000000	0.000000	1.000000	38	1464723864.372325	334.847800	81.398700	-348.753000	18.640000	-9.810200	1.130200	
1464723864.416265	1	41.99816	0.921020	0.357339	0.155022	0.559752	-0.368780	0.928077	0.051708	0.144967	-0.125395	-0.104793	0.986557	2.527261	0.000000	0.000000	0.000000	1.000000	37	1464723864.408303	334.847800	81.398700	-348.753000	18.640000	-9.810200	1.130200	
1464723864.456231	1	42.03814	0.921198	0.357376	0.153874	0.560459	-0.368798	0.928024	0.052527	0.144892	-0.124027	-0.105137	0.986693	2.527588	0.000000	0.000000	0.000000	1.000000	40	1464723864.456260	334.848200	81.399700	-348.751400	18.640100	-9.810200	1.130100	
1464723864.493994	1	42.07588	0.921246	0.357641	0.152964	0.559969	-0.368826	0.928077	0.051394	0.144740	-0.123582	-0.103764	0.986894	2.526898	0.000000	0.000000	0.000000	1.000000	37	1464723864.492288	334.848200	81.399700	-348.751400	18.640100	-9.810200	1.130100	
1464723864.527691	1	42.10959	0.920939	0.357093	0.156067	0.558583	-0.368355	0.928369	0.049458	0.144497	-0.127227	-0.103036	0.986508	2.527191	0.000000	0.000000	0.000000	1.000000	33	1464723864.516301	334.848200	81.399700	-348.751400	18.640100	-9.810200	1.130100	
1464723864.565229	1	42.14714	0.920643	0.357422	0.157056	0.558981	-0.368776	0.928208	0.049344	0.145192	-0.128144	-0.103347	0.986356	2.526520	0.000000	0.000000	0.000000	1.000000	37	1464723864.564248	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723864.605588	1	42.18745	0.921309	0.357262	0.153474	0.559667	-0.368263	0.928402	0.049525	0.145182	-0.124792	-0.102146	0.986911	2.525306	0.000000	0.000000	0.000000	1.000000	39	1464723864.600306	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723864.643498	1	42.22539	0.921168	0.356902	0.155145	0.559435	-0.368426	0.928186	0.052275	0.144455	-0.125347	-0.105313	0.986508	2.526140	0.000000	0.000000	0.000000	1.000000	38	1464723864.636261	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723864.679607	1	42.26149	0.921667	0.357509	0.150724	0.560054	-0.368433	0.928244	0.051197	0.144846	-0.121606	-0.102718	0.987249	2.524923	0.000000	0.000000	0.000000	1.000000	36	1464723864.672351	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723864.717017	1	42.29886	0.921330	0.357697	0.152326	0.559395	-0.368522	0.928324	0.049051	0.145036	-0.123862	-0.101328	0.987112	2.525590	0.000000	0.000000	0.000000	1.000000	37	1464723864.708276	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723864.759260	1	42.34110	0.921651	0.357468	0.150921	0.559849	-0.368268	0.928373	0.050032	0.144763	-0.122226	-0.101691	0.987279	2.524904	0.000000	0.000000	0.000000	1.000000	41	1464723864.756328	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723864.797157	1	42.37900	0.921436	0.357610	0.151890	0.559611	-0.368755	0.928072	0.051989	0.144328	-0.122373	-0.103914	0.987029	2.526503	0.000000	0.000000	0.000000	1.000000	38	1464723864.792294	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723864.833811	1	42.41567	0.921452	0.357367	0.152364	0.559015	-0.368369	0.928310	0.050450	0.145135	-0.123411	-0.102613	0.987036	2.525119	0.000000	0.000000	0.000000	1.000000	36	1464723864.828279	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723864.871813	1	42.45368	0.921231	0.357061	0.154402	0.558808	-0.368432	0.928217	0.051686	0.144921	-0.124864	-0.104501	0.986655	2.525651	0.000000	0.000000	0.000000	1.000000	37	1464723864.864255	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723864.909961	1	42.49183	0.921023	0.357404	0.154853	0.558786	-0.368592	0.928253	0.049856	0.145194	-0.125924	-0.102996	0.986679	2.524803	0.000000	0.000000	0.000000	1.000000	38	1464723864.900236	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723864.958346	1	42.54024	0.921049	0.357342	0.154839	0.558433	-0.368649	0.928180	0.050803	0.145135	-0.125564	-0.103873	0.986633	2.525010	0.000000	0.000000	0.000000	1.000000	48	1464723864.948308	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723864.997598	1	42.57940	0.920995	0.357603	0.154560	0.559147	-0.368809	0.928147	0.050228	0.144925	-0.125493	-0.103263	0.986706	2.524770	0.000000	0.000000	0.000000	1.000000	38	1464723864.996280	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723865.040957	1	42.62286	0.920824	0.357820	0.155077	0.560132	-0.369001	0.928105	0.049586	0.145277	-0.126185	-0.102884	0.986657	2.525758	0.000000	0.000000	0.000000	1.000000	43	1464723865.032285	334.849200	81.400800	-348.749700	18.640100	-9.810000	1.130000	
1464723865.077920	1	42.65982	0.920758	0.357952	0.155164	0.559555	-0.369302	0.927918	0.050832	0.144530	-0.125784	-0.104106	0.986580	2.526271	0.000000	0.000000	0.000000	1.000000	37	1464723865.068296	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723865.112833	1	42.69460	0.920899	0.357837	0.154586	0.559748	-0.368891	0.928181	0.048994	0.145277	-0.125952	-0.102144	0.986764	2.526468	0.000000	0.000000	0.000000	1.000000	34	1464723865.104315	334.849200	81.403200	-348.749500	18.640100	-9.810000	1.129900	
1464723865.160066	1	42.74189	0.920654	0.357678	0.156403	0.558755	-0.368732	0.928319	0.047540	0.144419	-0.128188	-0.101439	0.986549	2.526484	0.000000	0.000000	0.000000	1.000000	47	1464723865.152292	334.848800	81.402200	-348.751100	18.640100	-9.810000	1.130000	
1464723865.193468	1	42.77536	0.920871	0.357300	0.155992	0.559557	-0.368750	0.928130	0.050963	0.144590	-0.126572	-0.104453	0.986443	2.526716	0.000000	0.000000	0.000000	1.000000	33	1464723865.188305	334.848700	81.399800	-348.751300	18.640000	-9.810000	1.130100	
1464723865.229549	1	42.81142	0.920920	0.357598	0.155014	0.560085	-0.368518	0.928400	0.047618	0.145324	-0.126886	-0.100978	0.986764	2.525981	0.000000	0.000000	0.000000	1.000000	36	1464723865.224329	334.849200	81.400800	-348.749700	18.640100	-9.810000	1.130000	
1464723865.266021	1	42.84791	0.920775	0.358461	0.153882	0.559127	-0.369355	0.928034	0.048274	0.144467	-0.125504	-0.101287	0.986909	2.525437	0.000000	0.000000	0.000000	1.000000	36	1464723865.260306	334.849200	81.403200	-348.749500	18.640100	-9.810000	1.129900	
1464723865.303577	1	42.88540	0.920930	0.358206	0.153544	0.559261	-0.369155	0.928076	0.048996	0.144591	-0.124950	-0.101804	0.986926	2.525321	0.000000	0.000000	0.000000	1.000000	37	1464723865.296275	334.849200	81.400800	-348.749700	18.640100	-9.810000	1.130000	
1464723865.338176	1	42.92003	0.921174	0.357927	0.152734	0.559225	-0.368707	0.928288	0.048344	0.145079	-0.124477	-0.100847	0.987084	2.525810	0.000000	0.000000	0.000000	1.000000	34	1464723865.332281	334.849200	81.403200	-348.749500	18.640100	-9.810000	1.129900	
1464723865.380903	1	42.96283	0.921166	0.357548	0.153665	0.559327	-0.368672	0.928196	0.050324	0.144757	-0.124638	-0.103009	0.986841	2.525621	0.000000	0.000000	0.000000	1.000000	42	1464723865.380253	334.849100	81.401300	-348.749600	18.640100	-9.810000	1.129900	
1464723865.416430	1	42.99828	0.921057	0.357733	0.153885	0.559798	-0.369012	0.928004	0.051362	0.144958	-0.124433	-0.104093	0.986753	2.526816	0.000000	0.000000	0.000000	1.000000	35	1464723865.416309	334.849200	81.400800	-348.749700	18.640100	-9.810000	1.130000	
1464723865.454292	1	43.03613	0.921592	0.357839	0.150395	0.560211	-0.368709	0.928144	0.051017	0.144746	-0.121332	-0.102468	0.987309	2.526754	0.000000	0.000000	0.000000	1.000000	37	1464723865.452275	334.849200	81.400800	-348.749700	18.640100	-9.810000	1.130000	
1464723865.491948	1	43.07382	0.921260	0.357514	0.153181	0.560007	-0.368792	0.928059	0.051957	0.144836	-0.123586	-0.104358	0.986831	2.526870	0.000000	0.000000	0.000000	1.000000	37	1464723865.488272	334.849200	81.400800	-348.749700	18.640100	-9.810000	1.130000	
1464723865.530806	1	43.11272	0.921265	0.356866	0.154650	0.559732	-0.368455	0.928121	0.053215	0.144502	-0.124544	-0.106007	0.986535	2.526972	0.000000	0.000000	0.000000	1.000000	39	1464723865.524268	334.849200	81.403200	-348.749500	18.640100	-9.810000	1.129900	
1464723865.565369	1	43.14722	0.921560	0.357497	0.151401	0.560011	-0.368559	0.928163	0.051742	0.145025	-0.122028	-0.103483	0.987117	2.525891	0.000000	0.000000	0.000000	1.000000	34	1464723865.560239	334.846100	81.403100	-348.748700	18.640100	-9.810100	1.129900	
1464723865.605525	1	43.18737	0.921625	0.357542	0.150899	0.559934	-0.368353	0.928334	0.050131	0.144833	-0.122161	-0.101786	0.987277	2.526325	0.000000	0.000000	0.000000	1.000000	39	1464723865.596239	334.849100	81.403700	-348.749400	18.640100	-9.810000	1.129800	
